displayName,date,description,name,value,tags,major_tags,stocksSummary,valuation,competitors_groups
1908 Brands,2016-06-03,"Offer the highest quality, best tasting cooking hot sauces & seasoning on the market.",Schultz's Gourmet,,"['brand creation', 'consumer goods', 'Manufacturing & Industrial', 'Marketing', 'cleantech', 'bcorp']","['Manufacturing & Industrial', 'Marketing']",,,346
A.O. Smith,2017-09-05,,Hague,,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'water', 'engineering', 'hvac']",['Manufacturing & Industrial'],6289391000.0,6289391000 USD,699
Amazon,2014-08-25,"Twitch is a company that develops a social video platform and community for gamers, video game culture, and the creative arts. ",Twitch,970000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",851792685440.0,851792685440 USD,1194
Amazon,2013-04-17,Evi is a technology company focused on knowledge base and semantic search engine software.,Evi,26000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",851792685440.0,851792685440 USD,1194
Amazon,2013-03-29,"Goodreads is a website allowing users to find, share, recommend and review the books they like.",Goodreads,150000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",851792685440.0,851792685440 USD,1194
Amazon,2012-06-15,"LOVEFiLM is a movie subscription service of Amazon, delivering DVDs to members and providing access to an online database of movies.",LOVEFiLM,2500000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",851792685440.0,851792685440 USD,1194
Amazon,2013-03-19,Kiva Systems offers a mobile-robotic fulfillment system for inventory distribution centers that help companies optimize their operations.,Kiva Systems,775000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",851792685440.0,851792685440 USD,1194
Amazon,2010-11-08,"Quidsi is an e-commerce platform selling baby-care, household and beauty products.",Quidsi,545000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",851792685440.0,851792685440 USD,1194
Amazon,2010-10-07,BuyVIP is an online shopping club offering discounts for members on fashion and lifestyle brands.,BuyVIP,29660000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",851792685440.0,851792685440 USD,1194
Amazon,2010-06-30,Woot.com is an online store and community that focuses on selling discounted products.,Woot,110000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",851792685440.0,851792685440 USD,1194
Amazon,2009-07-22,Zappos is an online retailer specializing in shoes and apparel.,Zappos,1200000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",851792685440.0,851792685440 USD,1194
Amazon,2008-01-31,"Audible is an Internet provider of spoken audio entertainment, information and educational programming.",Audible,300000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",851792685440.0,851792685440 USD,1194
Amazon,1999-01-05,"Alexa, a subsidiary of Amazon, is a web information company that offers website information and analytics.",Alexa,250000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",851792685440.0,851792685440 USD,1194
